Name,pr
"Lord Kitchener",0.00032120825029231
"Roberta Flack",0.000320895827017357
"D'Angelo",0.000320611876173662
"Tadd Dameron",0.000320175466800786
"Britney Spears",0.00032013502840462
"Tom Paxton",0.000320111978230901
"Dion",0.000319745987567857
"Garth Brooks",0.000319574896012931
"Throbbing Gristle",0.000319514954504939
"Stan Getz",0.000319246810641704
"Tool",0.000318862734085288
"Dr. Feelgood",0.000318143498564704
"Mott the Hoople",0.00031791909918578
"Mongo Santamaria",0.000317806050729642
"Elmer Bernstein",0.000317703195242006
"Faces",0.000317332507717372
"Dusty Springfield",0.000316410212469994
"Soundgarden",0.000316338937197313
"Sam & Dave",0.000316159452023822
"Pretenders",0.000315255761183609
"Bobby Brown",0.000314753452765615
"Johnny Horton",0.000313950000954105
"The Staple Singers",0.000313875363092735
"Genesis",0.000312466334474871
"Larry Levan",0.000310989028465924
"Slim Whitman",0.000310969521777488
"Bread",0.000310835388369989
"Lynyrd Skynyrd",0.000310105574705271
"Champion Jack Dupree",0.000309776043012705
"The Cars",0.000309583258260892
"Michael W. Smith",0.000309266023771262
"The Flaming Lips",0.000309222932650922
"Ken Boothe",0.000309182390117702
"Tal Farlow",0.000308472171211992
"Booker T. Jones",0.000308228185916938
"Alice in Chains",0.00030759536024015
"The Lovin' Spoonful",0.00030758420330683
"Johnny Burnette",0.000306937837168891
"Tommy Makem",0.00030687878261944
"John Lennon",0.000306583370714412
"Wes Montgomery",0.000305838842062577
"Public Image Ltd.",0.000304858167370019
"The Cramps",0.000304841523733309
"Duran Duran",0.000304414524981493
"Def Leppard",0.000304290001587537
"Creedence Clearwater Revival",0.000303582583541654
"Pere Ubu",0.000303448070929168
"George Shearing",0.000303150886042485
"Phil Ochs",0.000303144095754625
"Jawbreaker",0.000303131374198211
"Steppenwolf",0.00030304970680841
"Brandy",0.000302251124465018
"808 State",0.000302193362124678
"Sham 69",0.000301945644142461
"The Cadillacs",0.000301046897098531
"Fishbone",0.000300739876027933
"John Holt",0.000300683803936375
"Cabaret Voltaire",0.000299499823865819
"Tammy Wynette",0.00029938113953352
"X",0.000299036372870128
"NOFX",0.000298961115417652
"Allen Toussaint",0.000298958279063741
"Alton Ellis",0.000298309769724844
"The Spinners",0.000297992968762992
"Vassar Clements",0.000297790789683733
"Kate Bush",0.000297360270308233
"Malvina Reynolds",0.000297123474126039
"Orchestral Manoeuvres in the Dark",0.000296815947625973
"Jimmy Eat World",0.00029646039261138
"Echo & the Bunnymen",0.000296416964818326
"Prince Buster",0.000295936822107069
"Brenda Lee",0.00029546129453608
"Tori Amos",0.000295204765880708
"Screamin' Jay Hawkins",0.000295128134071787
"Dinosaur Jr.",0.000294338921699247
"Selena",0.000293492173495316
"The Meters",0.000293398264021263
"Bauhaus",0.00029316642657491
"Bill Cosby",0.000292973550799406
"Neil Sedaka",0.000292290114628838
"Ian & Sylvia",0.00029190724743347
"George Benson",0.000291905117957633
"The Jordanaires",0.000291523640161681
"Randy Newman",0.00029148052307716
"John Lewis",0.000291267282647811
"The Seeds",0.000291077725184384
"The Specials",0.000290562250172423
"Randy Travis",0.00029006396906159
"En Vogue",0.000290053087319332
"Antonio MachÃ­n",0.00028990808197605
"Lalo Schifrin",0.000289519346093753
"Kool & the Gang",0.000289307186345621
"Helen Forrest",0.000288953227157878
"Freddie King",0.000288943807869672
"Esther Phillips",0.000288634571438294
"Bill Withers",0.000288552058540607
"DJ Shadow",0.000288353702801822
"Larry Williams",0.000288267510447858
"Pantera",0.00028816567157958
"Clarence ""Gatemouth"" Brown",0.00028798658715649
"Heart",0.000287919121691203
"BeyoncÃ©",0.000287503997305224
"Frankie Knuckles",0.000286780748041414
"Foo Fighters",0.000286656738103298
"Anthrax",0.000285914473586909
"The Bobbettes",0.000285467954999277
"Aphex Twin",0.000285459251065383
"Justin Timberlake",0.00028540690428593
"Grand Funk Railroad",0.000285161300993005
"Johnny Mathis",0.000284962564866814
"The Modern Lovers",0.00028445541639045
"Jane's Addiction",0.000284186868713261
"Rage Against the Machine",0.000284153349077504
"Petula Clark",0.000283791684712959
"Jawbox",0.000283778492676708
"Ike & Tina Turner",0.000283693473404042
"The English Beat",0.000283662429448485
"The Four Freshmen",0.000282146943772369
"Big Maybelle",0.000281955458025438
"Todd Terry",0.000281938573615087
"Roy Harper",0.000281905746424478
"Melvins",0.000281709726950586
"Ministry",0.00028162993648067
"Townes Van Zandt",0.000281131676513013
"John Barry",0.00028079556645049
"Laura Nyro",0.000280784259405984
"Hawkwind",0.000279962658304005
"Bunny Berigan",0.00027959588640976
"Kris Kristofferson",0.000279096880389498
"Cameo",0.000279057257823641
"The Human League",0.00027903799715079
"Stone Temple Pilots",0.000278963843482986
"Jo Stafford",0.000278636428464649
"Billy Bragg",0.000278365113359678
"Journey",0.000278168765592527
"Serge Gainsbourg",0.000278152863722703
"Zucchero",0.000278127428913027
"Jackson Browne",0.000278117009285075
"John Martyn",0.000277951340097542
"Carly Simon",0.00027745728673742
"Gerry & the Pacemakers",0.000276784229163615
"Blind Boy Fuller",0.00027650610976347
"Big Walter Horton",0.000276311239473451
"The Chemical Brothers",0.000276263103904231
"Johnny Mercer",0.000276102689518069
"Misfits",0.000275417217648783
"Gene Chandler",0.000275411895872983
"10cc",0.000275160697789612
"Doris Day",0.000275135583678798
"Barrett Strong",0.000274445349289996
"Steel Pulse",0.000273353753547909
"Jess Stacy",0.000273275756176836
"Rosemary Clooney",0.000273233536865581
"Linda Ronstadt",0.000272937282618194
"Dave Brubeck",0.000272349275083402
"Spice Girls",0.000272073895981241
"They Might Be Giants",0.000271851098291766
"Glen Campbell",0.000271304020817927
"Dennis Brown",0.000271299340142219
"Vangelis",0.000271288307219078
"Eurythmics",0.000271187957715746
"Elvin Jones",0.000270872134440472
"Boston",0.00027020165708382
"Little Anthony & the Imperials",0.000269937542048639
"Mighty Sparrow",0.000269679588801722
"Death",0.000269429800219138
"Boards of Canada",0.000269361161208715
"Poco",0.000269264088759112
"? & the Mysterians",0.00026918579061668
"Faron Young",0.000269173762697046
"Joe Liggins",0.000268868709244674
"Wanda Jackson",0.000268677394648192
"Gregory Isaacs",0.000268318287948205
"Sly & Robbie",0.000268149145404503
"Mike Oldfield",0.000267981245578006
"Emmylou Harris",0.000266347787278446
"J.B. Lenoir",0.000266270969196557
"Andrew Lloyd Webber",0.000266156470941662
"New Kids on the Block",0.000265962818445706
"Lord Invader",0.000265360131733902
"Nico",0.000265322415296157
"Yaz",0.000265091366563485
"The Wailers",0.00026498727291708
"Ace of Base",0.000264268565270284
"Stiff Little Fingers",0.000264170137758264
"Pavement",0.000263886457553107
"Carl Smith",0.000263277376757153
"Ozzy Osbourne",0.000262785295497658
"Otis Spann",0.00026243952084794
"Smashing Pumpkins",0.000262277399465418
"Pet Shop Boys",0.000261780997803442
"Beck",0.000261595975148494
"Bobby Darin",0.000261364618810446
"The Kingsmen",0.000261272133485448
"Dr. John",0.000261089937994977
"O.V. Wright",0.000260854521200365
"Tim Buckley",0.000260819045751843
"Brook Benton",0.00026081613220815
"Hank Jones",0.000260801637612535
"Killing Joke",0.000260778556269305
"Circle Jerks",0.000260630615969433
"Bon Jovi",0.000260495567783703
"Steve Martin",0.000259989860306871
"Guy",0.000259932744484485
"Toto",0.000259736637630634
"Richard Pryor",0.00025905873805235
"Madness",0.000258728713077871
"Bob Seger",0.000258646488411328
"Cecil Taylor",0.000257895863009734
"Milton Nascimento",0.000257652494593922
"Jeff Buckley",0.000257484569166156
"James Cotton",0.000257168331501835
"The Modern Jazz Quartet",0.000256820790992407
"Betty Wright",0.000256060399860376
"The Heptones",0.000255950423922732
"Ray Brown",0.000255930113420292
"Bootsy Collins",0.000255372218102743
"Orange Juice",0.000255308836205714
"Badfinger",0.000255045692441787
"Traffic",0.000254813628666419
"Johnnie Taylor",0.000254573444206287
"Rites of Spring",0.000254193517907382
"Procol Harum",0.000254153410679367
"Alanis Morissette",0.000253930545859672
"Mercyful Fate",0.000253323872317591
"Hank Williams, Jr.",0.000253173576623562
"Brian McKnight",0.000252758567083966
"Julio Iglesias",0.000252693363317771
"Frankie Avalon",0.000252667368259875
"Don Williams",0.000252605752434239
"Andy Williams",0.000252604642004498
"Labelle",0.000252591466314472
"Kid Rock",0.000252548306011115
"Billy Joel",0.000252510972640457
"Buffy Sainte-Marie",0.000252487195057345
"Richard Hell",0.000252187634734012
"Marco Antonio SolÃ­s",0.000252177212930205
"Steely Dan",0.000252002168571336
"Electric Light Orchestra",0.000251252703242586
"The Dillards",0.00025120146872959
"The Dave Clark Five",0.000251142051392021
"Happy Mondays",0.000251113377017957
"Johnny Shines",0.000251069967129056
"Beth Orton",0.000250748732837383
"Luis Miguel",0.000250642376281025
"Alan Jackson",0.00025047868398668
"America",0.000250273757649626
"Robert Fripp",0.000250098632678016
"Jackson C. Frank",0.000249951005178233
"Sublime",0.000249779433353622
"Minutemen",0.00024956696601312
"J.J. Cale",0.000249402170148394
"Christina Aguilera",0.000248918727810082
"Georgie Fame",0.000248786727568644
"Rod Stewart",0.000248560627024416
"Guy Clark",0.000248433512035436
"Todd Rundgren",0.000247997514077742
"The Incredible String Band",0.000247822693983061
"REO Speedwagon",0.000247653290795636
"Clark Terry",0.000247509385005646
"Sparks",0.000247493790949855
"Ron Carter",0.000247385729862435
"Esquerita",0.000246823673327959
"Fear Factory",0.000246731095027413
"Franz Waxman",0.000246537802744305
"Ethel Merman",0.000246260927582033
"Yellow Magic Orchestra",0.000246233346328488
"Astrud Gilberto",0.000246003248067981
"Cock Sparrer",0.000245965719687113
"Alvin & the Chipmunks",0.000245600665338077
"StÃ©phane Grappelli",0.000244852452718933
"The Troggs",0.000244799991246762
"LaVern Baker",0.000244561535524289
"Philly Joe Jones",0.000244560651029603
"Anita Baker",0.000244078276982606
"Alfred Newman",0.000243871619107575
"Martin Denny",0.000243868537897207
"My Chemical Romance",0.000243575636626445
"Mission of Burma",0.000243547651603786
"Chubby Checker",0.000243335798486523
"Chicago",0.000243296560354842
"Sting",0.000243181167714446
"ManÃ¡",0.000243008485363157
"MFSB",0.000242676199510611
"Deniece Williams",0.000242583258228948
"Herman's Hermits",0.000242373877158551
"Marilyn Manson",0.000242198149560895
"Augustus Pablo",0.000241847303036839
"Vince Gill",0.00024148088277312
"Suicidal Tendencies",0.000241371352205184
"Babyface",0.000241062136742737
"The Monkees",0.00024102120341777
"Billy Ward & the Dominoes",0.000240926446741591
"The Fall",0.000240787782590415
"Humble Pie",0.000240692252366054
"Oasis",0.000240538320369876
"Missy Elliott",0.000240223771020035
"Them",0.000240166467004891
"The Partridge Family",0.000240148171427719
"XTC",0.000239904736709225
"John Prine",0.000239774710672689
"Kenny Rogers",0.000239739922232885
"The Weirdos",0.000239651099489414
"Carlos Vives",0.00023961214030832
"Nino Rota",0.000239268903605932
"Air",0.000239013404610119
"Ali Farka TourÃ©",0.000239012084887892
"Lennie Tristano",0.000238753794845656
"Joe Williams",0.000238334143905456
"Sweet",0.000238189549219229
"David Lee Roth",0.000238186238717832
"Bette Midler",0.000238106680782408
"Blood, Sweat & Tears",0.000238098649082147
"Ann Peebles",0.000237730558700477
